Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Yield_Metric_t_ha,Profit_Margin_Pct,Water_Productivity_t_m3,Total_NPK_kg_ha,Cost_Per_Tonne_INR,Pesticide_Risk_Ratio
SF10091,Andhra Pradesh,Guntur,Cotton,Rabi,10.09,599.6,23.8,66.7,8,6.04,28.3,122.9,81.9,73.5,Drip,173.1,7.97,0.8,1.39,14.03,60616,643648,850442,206794,5719,2.453,46.4,1.39,24.31606153,0.002453226,278.3,45876.55025,0.171767241
SF10092,Tamil Nadu,Erode,Pulses,Rabi,12.32,683.4,29.7,37.8,7.5,6.7,21.8,111.9,54,65.2,Flood,117.7,5.41,0.91,1.58,19.47,58916,727065,1147095,420030,5323,3.658,35.7,1.58,36.61684516,0.003657712,231.1,37342.83513,0.151540616
SF10093,Andhra Pradesh,Guntur,Sugarcane,Kharif,12.74,973.7,29.9,57.5,7.4,6.65,25.8,110.1,57.6,89.8,Drip,134,4.39,0.72,70.23,894.73,3671,856862,3284554,2427692,18596,48.114,51.9,70.23,73.91237897,0.048114111,257.5,957.6766175,0.084585742
SF10094,Telangana,Nalgonda,Rice,Zaid,10.27,460.2,31.7,44.2,9,6.64,17.3,118,55.5,112.6,Flood,247.2,5.92,0.79,3.27,33.58,24002,766612,805987,39375,18301,1.835,17.1,3.27,4.885314527,0.001834872,286.1,22829.42228,0.34619883
SF10095,Madhya Pradesh,Indore,Groundnut,Kharif,4.03,1096.7,27.3,82.9,7.6,6.48,32.8,146.1,40.3,82.4,Rainfed,232.1,6.66,0.77,1.5,6.04,64834,258458,391597,133139,731,8.263,59.4,1.5,33.99898365,0.008262654,268.8,42791.0596,0.112121212
SF10096,Telangana,Warangal,Pulses,Kharif,3.76,950,25.5,84,5.8,6.33,33.7,140.9,62.8,130.3,Flood,150,3.28,0.95,1.21,4.55,70036,223965,318664,94699,1828,2.489,56.8,1.21,29.7175081,0.002489059,334,49223.07692,0.057746479
SF10097,Andhra Pradesh,Guntur,Pulses,Kharif,10.41,585.6,29.2,70.1,7.1,7.64,34.6,98.5,72.5,135,Drip,164.5,4.97,0.96,0.55,5.73,82936,684024,475223,-208801,3010,1.904,45.5,0.55,-43.93747777,0.001903654,306,119375.9162,0.109230769
SF10098,Punjab,Ludhiana,Groundnut,Kharif,9.1,652.8,25,77.5,7.6,7.23,29.9,98.3,42.8,126.9,Rainfed,253.1,3.82,0.79,1.42,12.92,53588,545378,692357,146979,2681,4.819,61.5,1.42,21.22878804,0.004819097,268,42211.9195,0.062113821
SF10099,Karnataka,Raichur,Pulses,Kharif,9.9,1121.7,27.6,75.5,6.1,6.85,39.5,107.2,89.9,103.5,Flood,167.8,4.7,0.87,1.06,10.49,88373,588226,927033,338807,4884,2.148,64.1,1.06,36.5474584,0.00214783,300.6,56074.9285,0.073322933
SF10100,Andhra Pradesh,Krishna,Wheat,Rabi,13.36,297.6,24.5,63.9,6.4,6.15,22.1,95.1,28.5,132.6,Flood,283,4.95,0.74,1.66,22.18,24589,908232,545384,-362848,9398,2.36,45.9,1.66,-66.53073798,0.002360077,256.2,40948.24166,0.107843137
SF10101,Tamil Nadu,Erode,Pulses,Rabi,3.05,585.1,23,51.5,7.4,6.26,31.6,142,76.6,138.3,Flood,147.9,7.39,0.68,1.09,3.32,67572,207017,224339,17322,1492,2.225,31.3,1.09,7.721350278,0.002225201,356.9,62354.51807,0.236102236
SF10102,Andhra Pradesh,Guntur,Wheat,Rabi,9.06,482.6,22.6,51.9,7.9,6.41,18.2,93.4,105.9,132.8,Flood,227.7,4.34,0.95,2.21,20.02,26429,549864,529109,-20755,5961,3.358,30.4,2.21,-3.922632199,0.003358497,332.1,27465.73427,0.142763158
SF10103,Punjab,Ludhiana,Pulses,Rabi,4.45,703.6,21.8,52.5,5.7,6.48,28.3,121.8,57.4,115.6,Drip,193.1,2.63,0.69,1.35,6.01,86409,250066,519318,269252,1388,4.33,53,1.35,51.84723041,0.004329971,294.8,41608.31947,0.049622642
SF10104,Maharashtra,Nashik,Maize,Kharif,2.35,679.8,30.6,66,5.8,7.17,31.4,88.1,67.2,89.4,Sprinkler,193.7,3.09,0.85,3.51,8.25,16408,157988,135366,-22622,1402,5.884,42.8,3.51,-16.71172968,0.005884451,244.7,19150.06061,0.072196262
SF10105,Andhra Pradesh,Krishna,Wheat,Zaid,12.3,80,30.5,61.2,10.2,5.44,16.8,100.3,53,125.6,Flood,302.3,5.9,0.87,0.3,3.69,26773,1063989,98792,-965197,9826,0.376,31.3,0.3,-976.9991497,0.000375534,278.9,288343.9024,0.188498403
SF10106,Telangana,Warangal,Groundnut,Kharif,13.44,981.1,27.2,78.8,8.2,6.5,25,114.7,39.9,76.1,Rainfed,194.3,6.1,0.9,1.79,24.06,52927,857391,1273424,416033,3856,6.24,55.7,1.79,32.67042242,0.006239627,230.7,35635.53616,0.10951526
SF10107,Andhra Pradesh,Guntur,Groundnut,Zaid,11.21,241.9,32,37,9.3,7.28,21.3,119.5,42.9,98.4,Drip,347.9,10.76,0.89,1,11.21,58908,979301,660359,-318942,4291,2.612,5,1,-48.29827412,0.002612445,260.8,87359.58965,2.152
SF10108,Andhra Pradesh,Krishna,Groundnut,Kharif,0.73,758.7,29.5,95,5,5.2,25.6,75.5,44.9,89.9,Drip,172.9,3.64,0.9,0.3,0.22,52598,44813,11572,-33241,301,0.731,59.5,0.3,-287.2537159,0.000730897,210.3,203695.4545,0.061176471
SF10109,Gujarat,Rajkot,Cotton,Rabi,11.07,248.7,26.3,49.9,8.4,6.13,38.1,164.6,41.2,153.2,Drip,205.6,3.36,0.86,1.19,13.17,70978,655991,934780,278789,6911,1.906,44.5,1.19,29.82402276,0.001905658,359,49809.49127,0.075505618
SF10110,Madhya Pradesh,Indore,Maize,Rabi,4.05,478.5,23.1,73.2,8.5,7.09,23.2,130,50.9,120,Drip,341.6,6.2,0.85,3.95,16,19804,279751,316864,37113,2055,7.786,44.9,3.95,11.71259594,0.007785888,300.9,17484.4375,0.138084633
SF10111,Punjab,Ludhiana,Pulses,Kharif,13.42,926.2,26.6,80.5,6.5,6.69,30.1,156,88.3,98.3,Drip,96.2,4.16,0.89,1.73,23.22,73297,584910,1701956,1117046,3763,6.171,58.5,1.73,65.6330716,0.006170609,342.6,25189.92248,0.071111111
SF10112,Gujarat,Rajkot,Groundnut,Rabi,5.8,410.9,23.5,51.4,6.3,7.08,27.4,141.7,76.5,73.7,Drip,181.6,5.67,0.7,1.89,10.96,66100,384950,724456,339506,2058,5.326,42.7,1.89,46.86357764,0.005325559,291.9,35123.17518,0.132786885
SF10113,Gujarat,Rajkot,Maize,Rabi,1.03,489.2,18.4,58,9.3,6.25,21.8,128.1,48.7,103.4,Rainfed,98.1,7.9,0.66,2.44,2.51,21424,60695,53774,-6921,291,8.625,20.3,2.44,-12.87053223,0.00862543,280.2,24181.2749,0.389162562
SF10114,Gujarat,Rajkot,Sugarcane,Rabi,14.35,740.8,24.8,72.5,7.9,7,26.3,87.3,30.2,107.6,Sprinkler,147.1,2.23,0.92,58.06,833.16,3807,847509,3171840,2324331,27123,30.718,64.2,58.06,73.28020959,0.030717841,225.1,1017.222382,0.034735202
SF10115,Punjab,Ludhiana,Pulses,Kharif,11.89,937.3,22.8,72.9,6.8,6.89,23.1,61.3,62.8,140.9,Rainfed,174.4,1.89,0.69,0.99,11.77,74584,840145,877854,37709,2683,4.387,64.9,0.99,4.295589016,0.00438688,265,71380.20391,0.029121726
SF10116,Karnataka,Raichur,Rice,Rabi,0.58,566.9,21.6,51.7,8.2,5.41,17.8,141.3,71.4,133.8,Drip,221.4,7.55,0.94,0.5,0.29,22660,40401,6571,-33830,849,0.342,37.1,0.5,-514.8379242,0.000341578,346.5,139313.7931,0.203504043
SF10117,Telangana,Warangal,Maize,Kharif,13.77,850.2,31.2,57.4,8.3,5.8,29.8,109.1,57.8,140.6,Flood,129.9,2.9,0.92,1.43,19.69,21209,705327,417605,-287722,8861,2.222,55.4,1.43,-68.89812143,0.002222097,307.5,35821.58456,0.05234657
SF10118,Telangana,Nalgonda,Rice,Zaid,13.6,327.7,26.9,42.8,10,7.34,15.7,118,32.6,59.6,Sprinkler,235.3,6.63,0.67,1.54,20.94,20763,955996,434777,-521219,20384,1.027,31.4,1.54,-119.8819165,0.001027276,210.2,45654.05922,0.211146497
SF10119,Maharashtra,Nashik,Pulses,Rabi,11.2,346.3,23.4,32.4,7.2,6.91,25,129.4,34.7,104.6,Sprinkler,129,6.4,0.81,1.12,12.54,69488,668822,871380,202558,3842,3.264,32.6,1.12,23.24565632,0.003263925,268.7,53335.08772,0.196319018
SF10120,Tamil Nadu,Erode,Groundnut,Kharif,13.76,968.7,27.3,71.1,5.7,6.88,27,96.8,62.5,128.4,Sprinkler,232.2,1.55,0.88,1.91,26.28,40712,964006,1069911,105905,7261,3.619,74.9,1.91,9.898486883,0.003619336,287.7,36682.11568,0.020694259
SF10121,Gujarat,Rajkot,Groundnut,Kharif,11.46,619.1,24.5,83.3,6.6,6.71,30.4,84.1,46.5,113.3,Rainfed,184.4,4.84,0.84,2.07,23.72,65653,811732,1557289,745557,2898,8.185,60.2,2.07,47.87531409,0.008184955,243.9,34221.41653,0.080398671
SF10122,Tamil Nadu,Erode,Cotton,Kharif,3.26,896.1,34.8,69.5,7.2,5.55,26.4,63.3,59.8,144.8,Sprinkler,164.3,4.67,0.98,0.3,0.98,57631,193353,56478,-136875,2439,0.402,51.3,0.3,-242.3510039,0.000401804,267.9,197298.9796,0.091033138
SF10123,Telangana,Warangal,Rice,Rabi,4.65,227.6,24.9,55.9,6.8,7.8,26.3,97.5,96.6,97,Flood,162.3,3.82,0.95,0.66,3.07,26404,294129,81060,-213069,8874,0.346,36.6,0.66,-262.8534419,0.000345954,291.1,95807.49186,0.104371585
SF10124,Madhya Pradesh,Indore,Pulses,Kharif,2.54,499.7,29.6,76.4,7.2,7.74,30.7,112.7,42.4,125,Drip,201.3,4.02,0.97,0.4,1.02,73000,182833,74460,-108373,895,1.14,51.3,0.4,-145.5452592,0.001139665,280.1,179248.0392,0.078362573
SF10125,Gujarat,Rajkot,Pulses,Kharif,14.46,763.3,32.5,77,6.3,7.23,27.2,158.4,51.1,56.6,Rainfed,206.5,4.14,0.97,0.78,11.28,79479,1012756,896523,-116233,2927,3.854,65.4,0.78,-12.96486537,0.003853775,266.1,89783.33333,0.063302752
SF10126,Telangana,Nalgonda,Chilli,Rabi,8.45,575.8,24.3,57.8,7.5,7.02,18.5,115.2,67.5,125,Sprinkler,197.3,4.51,0.93,2.34,19.77,90018,532885,1779656,1246771,5842,3.384,57.1,2.34,70.05685368,0.003384115,307.7,26954.22357,0.078984238
SF10127,Andhra Pradesh,Guntur,Wheat,Rabi,3.75,99.6,27.2,56.7,6.8,6.08,26.1,160.8,66.3,46.8,Rainfed,101.6,4.45,0.97,1.6,6,23135,192862,138810,-54052,1165,5.15,41.7,1.6,-38.93955767,0.005150215,273.9,32143.66667,0.106714628
SF10128,Tamil Nadu,Erode,Wheat,Rabi,11.28,281.9,23.4,69.3,7.4,6.62,27.2,154.3,28.4,95.3,Rainfed,154.9,5.89,0.68,2.24,25.27,27337,702245,690806,-11439,3065,8.245,31,2.24,-1.655891813,0.008244698,278,27789.67155,0.19
SF10129,Karnataka,Raichur,Maize,Rabi,10.33,606.2,21.7,46.6,9.5,6.73,33.2,121.8,60.8,92.8,Drip,166.9,3.5,0.84,4.89,50.51,19769,685674,998532,312858,5130,9.846,48.8,4.89,31.33179508,0.009846004,275.4,13575.01485,0.071721311
SF10130,Telangana,Nalgonda,Pulses,Rabi,3.95,296,23.2,68.3,8.3,6.93,17,77,76.7,68.9,Sprinkler,114.9,9.35,0.74,1.01,3.99,86219,272305,344014,71709,1545,2.583,22.2,1.01,20.8447912,0.002582524,222.6,68246.86717,0.421171171
SF10131,Telangana,Nalgonda,Wheat,Kharif,4.55,759.9,26.9,78,8.1,6.17,32.2,115.5,63.7,55.6,Flood,127,5.57,0.91,2.73,12.42,23075,292455,286592,-5863,3187,3.897,47,2.73,-2.045765409,0.003897082,234.8,23547.10145,0.118510638
SF10132,Andhra Pradesh,Guntur,Cotton,Kharif,6.85,1044.5,26.3,73.7,7.1,7.12,31.5,153.5,70,88.9,Sprinkler,178.3,4.87,0.96,1.86,12.74,67026,398694,853911,455217,5482,2.324,46.2,1.86,53.30965405,0.002323969,312.4,31294.66248,0.105411255
SF10133,Telangana,Warangal,Sugarcane,Kharif,3.83,1158.2,27.2,68.4,7,7.4,32.2,84.3,51.2,95.2,Sprinkler,252.4,5.08,0.82,29.47,112.87,3123,263380,352493,89113,6337,17.811,53.9,29.47,25.28078572,0.017811267,230.7,2333.480996,0.094248609
SF10134,Madhya Pradesh,Indore,Chilli,Rabi,5.69,765.3,22.2,56.6,7.4,6.42,21.5,139.4,72.6,128.8,Flood,227.4,5.88,0.87,1.88,10.7,117774,375375,1260182,884807,5136,2.083,37.9,1.88,70.21263595,0.002083333,340.8,35081.7757,0.155145119
SF10135,Punjab,Ludhiana,Cotton,Rabi,8.33,537.6,20.5,63.2,7.2,7.31,30,126.6,82.2,98.2,Drip,201.8,3.16,0.7,1.11,9.25,62535,460863,578449,117586,5878,1.574,41,1.11,20.32780764,0.001573665,307,49823.02703,0.077073171
SF10136,Tamil Nadu,Erode,Cotton,Rabi,4.29,812.8,28,56.6,8.7,7.65,27.6,126,43.4,158.3,Rainfed,272.7,5.64,0.97,0.51,2.19,71950,281826,157570,-124256,1849,1.184,57.3,0.51,-78.85765057,0.001184424,327.7,128687.6712,0.098429319
SF10137,Maharashtra,Nashik,Groundnut,Rabi,5.33,582.1,22.4,44.7,8,5.2,19.5,133.4,63,125.4,Flood,139.1,4.68,0.94,0.3,1.6,52984,278482,84774,-193708,3109,0.515,36.6,0.3,-228.499304,0.000514635,321.8,174051.25,0.127868852
SF10138,Andhra Pradesh,Krishna,Wheat,Kharif,6.37,672.2,25.3,66.5,8.6,6.73,37.6,115.8,60.6,108.7,Drip,137.3,6.29,0.91,4.38,27.9,23998,417483,669544,252061,3243,8.603,46.9,4.38,37.64666699,0.008603145,285.1,14963.54839,0.134115139
SF10139,Punjab,Ludhiana,Wheat,Rabi,13.3,752.6,26.9,45.1,8.4,5.74,24.4,154.8,81.9,91.4,Drip,124.1,4.74,0.76,1.49,19.82,22320,912967,442382,-470585,6473,3.062,30.3,1.49,-106.3752594,0.00306195,328.1,46062.91625,0.156435644
SF10140,Tamil Nadu,Erode,Wheat,Rabi,9.85,586.7,28.3,56.9,7.8,6.96,21.9,140.5,70.9,147.9,Flood,147.6,3.67,0.78,3.16,31.13,21067,752982,655816,-97166,7671,4.058,44.3,3.16,-14.81604596,0.004058141,359.3,24188.3071,0.082844244
SF10141,Telangana,Warangal,Groundnut,Kharif,8.76,443.7,28.8,77.7,8.4,8.4,32.3,139.5,47.3,96.8,Drip,281.3,2.15,0.99,0.3,2.63,59496,557065,156474,-400591,4202,0.626,66,0.3,-256.0112223,0.000625892,283.6,211811.7871,0.032575758
SF10142,Maharashtra,Nashik,Wheat,Kharif,11.36,695,25.8,67,5.6,7.19,31.1,134.4,69.3,108.5,Rainfed,245.2,6.07,0.89,2.17,24.65,19736,649416,486492,-162924,3334,7.394,38.8,2.17,-33.48955379,0.007393521,312.2,26345.47667,0.156443299
SF10143,Gujarat,Rajkot,Wheat,Kharif,5.98,873.4,28,75.4,6.5,6.82,21.3,122.8,55.8,55.4,Rainfed,161.4,4.38,0.71,2.54,15.19,27576,333731,418879,85148,1807,8.406,49.4,2.54,20.32758864,0.008406198,234,21970.44108,0.088663968
SF10144,Telangana,Nalgonda,Rice,Rabi,2.07,336.3,24,48.2,10.1,6.71,17.9,124.5,59.7,166.8,Sprinkler,147.6,2.53,0.74,3.98,8.24,20254,146114,166893,20779,2491,3.308,36.9,3.98,12.45049223,0.003307908,351,17732.28155,0.068563686
SF10145,Punjab,Ludhiana,Chilli,Rabi,14.69,159.9,22.3,47.4,9.2,6.06,18.8,192.2,58.9,131.2,Flood,178.5,6,0.91,1.39,20.42,107756,1018941,2200378,1181437,12655,1.614,34.2,1.39,53.69245648,0.001613591,382.3,49899.16748,0.175438596
SF10146,Andhra Pradesh,Krishna,Wheat,Kharif,13.57,922.3,28,87.4,6,6.07,27.3,111.3,54.5,104.8,Flood,184.9,6.25,0.74,1.98,26.87,20998,864572,564216,-300356,9147,2.938,48.1,1.98,-53.23422235,0.002937575,270.6,32176.10718,0.12993763
SF10147,Tamil Nadu,Erode,Cotton,Rabi,11.52,537.2,26.2,63.9,7,7.63,22.4,121.3,44.7,124.1,Flood,159.7,9.77,0.72,0.66,7.6,65554,894553,498210,-396343,10714,0.709,35.4,0.66,-79.55340118,0.000709352,290.1,117704.3421,0.275988701
SF10148,Andhra Pradesh,Krishna,Chilli,Kharif,1.07,880.4,33.3,71.7,8.2,7.84,40.9,146,71.8,109.1,Flood,118.5,5.35,0.87,0.47,0.5,89501,71809,44750,-27059,742,0.674,47.4,0.47,-60.46703911,0.000673854,326.9,143618,0.112869198
SF10149,Andhra Pradesh,Krishna,Groundnut,Rabi,2.86,108,27.9,78.3,9.4,6.97,23.2,153.2,85.1,100.1,Flood,166.9,4.18,0.78,1.49,4.26,59116,188358,251834,63476,1704,2.5,42,1.49,25.20549251,0.0025,338.4,44215.49296,0.09952381
SF10150,Tamil Nadu,Erode,Groundnut,Kharif,13.86,878.5,29.8,81.4,6.3,7.65,30.1,83.4,84.4,152.7,Flood,204.1,3.38,0.94,0.72,9.98,60346,1025521,602253,-423268,9248,1.079,70.8,0.72,-70.2807624,0.001079152,320.5,102757.6152,0.047740113
SF10151,Telangana,Nalgonda,Chilli,Rabi,2.99,587,27.9,46.2,8.2,6.5,20.2,141.7,74.9,51.5,Drip,320.8,5.61,0.99,3.02,9.03,80884,250199,730383,480184,1595,5.661,32.3,3.02,65.74413698,0.005661442,268.1,27707.53045,0.173684211
SF10152,Telangana,Nalgonda,Rice,Rabi,10.27,240.1,22.1,76.7,6.4,6.62,22.8,150,69.9,134.6,Sprinkler,164.7,4.52,0.96,3.2,32.86,17570,598738,577350,-21388,13621,2.412,30.7,3.2,-3.704511994,0.002412451,354.5,18220.87645,0.14723127
SF10153,Andhra Pradesh,Krishna,Pulses,Kharif,8.5,634.4,23.6,52.2,6.1,7.95,28.8,159.3,50.2,143.5,Drip,151.5,4.78,0.72,0.31,2.64,67989,464484,179491,-284993,2785,0.948,35,0.31,-158.7784346,0.000947935,353,175940.9091,0.136571429
SF10154,Andhra Pradesh,Guntur,Rice,Kharif,6.24,896,28.4,65.9,5.8,7.92,25.6,162.5,70.1,79.7,Drip,133.7,4.96,0.79,0.73,4.56,21168,314286,96526,-217760,8937,0.51,55.4,0.73,-225.5972484,0.000510238,312.3,68922.36842,0.089530686
SF10155,Punjab,Ludhiana,Sugarcane,Kharif,9.12,932.6,29.3,65.5,8.7,6.38,34,40,69.1,113.1,Flood,229.1,4.19,0.82,47.88,436.67,3550,751898,1550178,798280,21550,20.263,54.4,47.88,51.49602175,0.020263109,222.2,1721.890673,0.077022059
SF10156,Andhra Pradesh,Guntur,Sugarcane,Kharif,4.5,867.9,27.3,66.6,7.2,6.17,38.2,115.9,48.2,91.2,Drip,225.6,4.01,0.82,62.09,279.41,3089,290078,863097,573019,8473,32.977,48.7,62.09,66.39103137,0.032976514,255.3,1038.180452,0.082340862
SF10157,Punjab,Ludhiana,Sugarcane,Kharif,14.42,457,27.8,54.9,7,5.2,25.9,107.6,42.6,118.4,Rainfed,167.8,4.06,0.72,4.19,60.42,3027,907734,182891,-724843,13244,4.562,52.8,4.19,-396.3251335,0.004562066,268.6,15023.73386,0.076893939
SF10158,Maharashtra,Nashik,Cotton,Zaid,5.4,80,30.2,64.5,7.8,7.14,28.8,48.2,93.3,114.5,Flood,219.6,3.56,0.8,0.8,4.32,67951,342108,293548,-48560,5863,0.737,34.8,0.8,-16.5424394,0.000736824,256,79191.66667,0.102298851
SF10159,Telangana,Warangal,Pulses,Kharif,13.92,1197.9,22.3,74.6,7.2,7.84,24,108.1,92.6,132.5,Flood,64.1,8.65,0.67,0.3,4.18,84840,1020899,354631,-666268,5884,0.71,49.9,0.3,-187.8764124,0.000710401,333.2,244234.2105,0.173346693
SF10160,Andhra Pradesh,Guntur,Rice,Rabi,1.46,80,22.5,67.8,6.9,6.47,26.5,90.2,75.4,114.8,Rainfed,134.3,0.75,0.88,2.37,3.46,22447,88554,77667,-10887,1462,2.367,50.4,2.37,-14.01753641,0.002366621,280.4,25593.64162,0.014880952
SF10161,Telangana,Nalgonda,Rice,Kharif,2.76,820.3,27.4,80.6,6.8,5.25,22.7,87.5,61.7,51.9,Flood,140.1,6.72,0.93,0.3,0.83,22344,185413,18546,-166867,5573,0.149,63.4,0.3,-899.7465761,0.000148932,201.1,223389.1566,0.105993691
SF10162,Maharashtra,Nashik,Rice,Rabi,12.53,442.9,20.5,53,7.6,6.06,25.2,128.5,63.6,100.6,Sprinkler,76.8,6.87,0.87,2.33,29.19,24451,855715,713725,-141990,18604,1.569,29.7,2.33,-19.89421696,0.001569017,292.7,29315.34772,0.231313131
SF10163,Andhra Pradesh,Krishna,Maize,Zaid,1.58,313.9,27.7,41.8,9,6.87,16.5,142.9,59.9,99.3,Sprinkler,143.5,8.86,0.81,3.69,5.83,20761,121054,121037,-17,662,8.807,25.6,3.69,-0.014045292,0.008806647,302.1,20763.97942,0.34609375
SF10164,Tamil Nadu,Erode,Pulses,Zaid,3.55,445.9,29.7,61.1,8.2,5.58,20,98.2,25.5,139.1,Flood,194.7,2.7,0.89,0.298591549,1.06,58920,206701,62455,-144246,1837,0.577,44.3,0.298591549,-230.9598911,0.000577028,262.8,195000.9434,0.060948081
SF10165,Andhra Pradesh,Guntur,Sugarcane,Rabi,4,391.2,25.6,59.8,8.7,7.19,21.8,76.7,74.6,111.1,Rainfed,189.6,7.85,0.67,36.91,147.64,3771,259517,556750,297233,3618,40.807,24,36.91,53.38715761,0.040807076,262.4,1757.768897,0.327083333
SF10166,Tamil Nadu,Erode,Wheat,Kharif,13.1,795.3,24.5,55.5,6.3,8.34,30.9,124.8,46.3,149.8,Flood,161.7,7.08,0.97,0.3,3.93,21813,871765,85725,-786040,10261,0.383,44.8,0.3,-916.9320502,0.000383004,320.9,221823.1552,0.158035714
SF10167,Telangana,Warangal,Chilli,Kharif,14.99,697.7,27.4,61.3,6.5,5.53,26.2,172.2,76.6,104.8,Sprinkler,172.4,5.59,0.99,0.7,10.49,102884,940792,1079253,138461,8999,1.166,48.6,0.7,12.82933659,0.001165685,353.6,89684.65205,0.115020576
SF10168,Maharashtra,Nashik,Rice,Rabi,8.43,407.1,21.3,60.1,8,6.59,24.4,116.4,70.6,128.5,Flood,301.1,2.9,0.98,3.22,27.14,18202,706137,494002,-212135,13146,2.065,33.7,3.22,-42.94213384,0.002064506,315.5,26018.31245,0.086053412
SF10169,Tamil Nadu,Erode,Chilli,Zaid,8.99,142.5,37.1,65.7,7.6,6.47,20,104.1,52.9,124.6,Drip,199.5,7.2,0.76,1.19,10.7,116560,644651,1247192,602541,4758,2.249,33.9,1.19,48.31180764,0.002248844,281.6,60247.75701,0.212389381
SF10170,Tamil Nadu,Erode,Cotton,Rabi,4.65,520,20.1,58.6,8,6.32,31.3,85.4,85.2,69.1,Drip,69.1,4.84,0.89,1.43,6.65,70386,222809,468067,245258,2992,2.223,42.7,1.43,52.39805412,0.002222594,239.7,33505.11278,0.113348946
SF10171,Gujarat,Rajkot,Maize,Kharif,7.86,699.2,31.4,73.3,8.7,6.71,31.3,113.7,59.6,117.1,Flood,231.6,3.08,0.73,4.2,33.01,20755,430506,685123,254617,6532,5.054,47.7,4.2,37.16369178,0.005053582,290.4,13041.68434,0.064570231
SF10172,Telangana,Warangal,Groundnut,Rabi,12.38,542.7,19.9,61.5,7,6.5,31.8,87.3,47.8,144.1,Flood,258,3.65,0.87,1.54,19.07,53882,963373,1027530,64157,8914,2.139,39.5,1.54,6.243807967,0.002139331,279.2,50517.72417,0.092405063
SF10173,Maharashtra,Nashik,Pulses,Kharif,5.96,621.6,27.7,76,8.2,6.8,24.6,111.3,51.8,111.1,Rainfed,44.8,0.65,0.8,1.47,8.76,67101,213412,587805,374393,1242,7.053,59.3,1.47,63.69340172,0.00705314,274.2,24362.10046,0.010961214
SF10174,Telangana,Warangal,Rice,Rabi,4.76,464.9,21.6,62.5,8.1,5.86,20,40,58,52.8,Flood,191.3,2.86,0.96,1.11,5.28,21916,312302,115716,-196586,7861,0.672,46,1.11,-169.886619,0.00067167,150.8,59148.10606,0.062173913
SF10175,Madhya Pradesh,Indore,Wheat,Kharif,2.03,1085.5,28.9,77.9,6.4,6.69,31.9,156.5,35.2,111.4,Rainfed,100.5,5.38,0.98,3.21,6.52,23900,127691,155828,28137,577,11.3,63.9,3.21,18.05644685,0.011299827,303.1,19584.5092,0.084194053
SF10176,Andhra Pradesh,Guntur,Pulses,Zaid,2.53,80,34,56.9,8.8,7.99,22.8,131,39.9,129.8,Flood,262.9,6.8,0.99,0.3,0.76,67343,179667,51181,-128486,1363,0.558,35.4,0.3,-251.042379,0.000557594,300.7,236403.9474,0.192090395
SF10177,Telangana,Warangal,Chilli,Zaid,13.38,117.8,31.6,43.9,6.4,7.07,19.4,182.1,34.4,122,Rainfed,158.9,4.95,0.78,1.5,20.07,92244,788466,1851337,1062871,4313,4.653,43.7,1.5,57.4109954,0.004653374,338.5,39285.7997,0.113272311
SF10178,Maharashtra,Nashik,Groundnut,Rabi,12.77,520.5,27.1,55.7,7.4,6.18,31.3,89.9,72.2,109.1,Rainfed,269.9,1.63,0.72,1.19,15.2,55049,974498,836745,-137753,4087,3.719,53.7,1.19,-16.46296064,0.003719109,271.2,64111.71053,0.030353818
SF10179,Tamil Nadu,Erode,Pulses,Rabi,7.05,356.7,27,49.5,6.2,5.2,14.4,156.7,45.1,164.2,Rainfed,116.3,8.18,0.99,0.3,2.11,76299,557552,160991,-396561,1334,1.582,21.6,0.3,-246.3249498,0.001581709,366,264242.654,0.378703704
SF10180,Karnataka,Raichur,Rice,Zaid,10.65,177.6,31.5,43.6,8,7.55,18.2,144.8,31.1,122.8,Flood,184.8,5.33,0.9,1,10.65,17097,808697,182083,-626614,21888,0.487,28,1,-344.1364652,0.000486568,298.7,75933.99061,0.190357143
SF10181,Karnataka,Raichur,Wheat,Zaid,3.71,576.2,29.3,48.9,8,6.67,20.9,152.4,69.7,78.9,Rainfed,40,3.98,0.97,2.3,8.53,22539,163945,192258,28313,992,8.599,44,2.3,14.72656534,0.00859879,301,19219.81243,0.090454545
SF10182,Maharashtra,Nashik,Wheat,Rabi,7.42,532.6,24.4,65,6.8,6.94,25.9,83,50.6,92.5,Sprinkler,144.3,5.24,0.85,2.89,21.44,25961,476065,556604,80539,3382,6.339,45.8,2.89,14.46971276,0.006339444,226.1,22204.52425,0.11441048
SF10183,Telangana,Nalgonda,Rice,Rabi,14.58,641.7,21.3,61.8,7.5,6.65,22.6,99.8,40.7,134.7,Flood,289.4,3.74,0.96,3.1,45.2,25564,1035362,1155493,120131,23605,1.915,43.4,3.1,10.39651473,0.001914849,275.2,22906.23894,0.086175115
